SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL IP6S GRY 16 OTH BBTI LCK,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,REVIEW
APL IP6S GRY 16 RGW BBTI CST,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 16 RGW BBTI DST,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 16 RGW BBTI EST,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 16 RGW BBTI LCK,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,REVIEW
APL IP6S GRY 16 TEL BBTI CST,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 16 TEL BBTI EST,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 16 TEL BBTI LCK,6S16GB,SPCGRY,16GB      ,SPACE GRAY,16GB,APPLE,BBTI,REVIEW
APL IP6S GRY 16G A1633 AST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1633 ASTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1633 B2STK,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1633 BST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1633 BSTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1633 CST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1633 CSTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1633 DST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1633 EST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 AST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 ASTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1688 B2STK,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 BST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 BSTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1688 CST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 CSTKRC,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 16G A1688 DST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 16G A1688 EST,6S16GB,GRAY  ,16GB      ,GRAY  ,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI AST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI B2S,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI BST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI CST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI DST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI EST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 BLM BBTI LCK,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,REVIEW
APL IP6S GRY 32 OTH BBTI B2S,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 OTH BBTI BST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 OTH BBTI CST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 OTH BBTI DST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 OTH BBTI EST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 OTH BBTI LCK,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,REVIEW
APL IP6S GRY 32 RGW BBTI B2S,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 RGW BBTI BST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 RGW BBTI CST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 RGW BBTI DST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 RGW BBTI EST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 RGW BBTI LCK,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,REVIEW
APL IP6S GRY 32 TEL BBTI CST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 TEL BBTI DST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 TEL BBTI EST,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 32 TEL BBTI LCK,6S32GB,SPCGRY,32GB      ,SPACE GRAY,32GB,APPLE,BBTI,REVIEW
APL IP6S GRY 32G A1633 AST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1633 B2STK,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1633 BER,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 32G A1633 BST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1633 BSTKRC,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 32G A1633 CST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1633 CSTKRC,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 32G A1633 DST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1633 EST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 AST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 B2STK,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 BST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 BSTKRC,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 32G A1688 CST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 CSTKRC,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 32G A1688 DST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G A1688 EST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED AST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED B2STK,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED BST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED CST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED DST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G LOCKED EST,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 32G TRC AB+ KIT,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S GRY 32G TRC ASTK-P,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S GRY 32G TRC B2STK-P,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S GRY 32G TRC BSTK-P,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S GRY 32G TRC CSTK-P,6S32GB,GRAY  ,32GB      ,GRAY  ,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S GRY 64 BLM BBTI AST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 BLM BBTI BST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 BLM BBTI CST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 BLM BBTI DST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 BLM BBTI EST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 OTH BBTI CST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 OTH BBTI DST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 OTH BBTI EST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 OTH BBTI LCK,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,REVIEW
APL IP6S GRY 64 RGW BBTI BST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 RGW BBTI CST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 RGW BBTI DST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 RGW BBTI EST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 RGW BBTI LCK,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,REVIEW
APL IP6S GRY 64 TEL BBTI CST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64 TEL BBTI DST,6S64GB,SPCGRY,64GB      ,SPACE GRAY,64GB,APPLE,BBTI,UNTESTED
APL IP6S GRY 64G A1633 AST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1633 ASTKRC,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 64G A1633 B2STK,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1633 BST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1633 BSTKRC,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 64G A1633 CST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1633 CSTKRC,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 64G A1633 DST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1633 EST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 AST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 B2STK,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 BST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 BSTKRC,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 64G A1688 CST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 CSTKRC,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S GRY 64G A1688 DST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S GRY 64G A1688 EST,6S64GB,GRAY  ,64GB      ,GRAY  ,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 AST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 B2STK,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 BST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 CST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 DST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1633 EST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 AST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 B2STK,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 BST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 CST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 DST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 128G A1688 EST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 AST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 B2STK,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 BST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 BSTKRC,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 16G A1633 CST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 CSTKRC,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 16G A1633 DST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1633 EST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 AST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 ASTKRC,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 16G A1688 B2STK,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 BST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 BSTKRC,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 16G A1688 CST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 CSTKRC,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 16G A1688 DST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 16G A1688 EST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 AST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 B2STK,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 BST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 CST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 CSTKRC,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 32G A1633 DST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1633 EST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 AST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 B2STK,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 BST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 BSTKRC,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 32G A1688 CST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 CSTKRC,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 32G A1688 DST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G A1688 EST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G LOCKED AST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G LOCKED BST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G LOCKED CST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G LOCKED DST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G LOCKED EST,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 32G TRC AB+ KIT,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S RGLD 32G TRC B2STK-P,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S RGLD 32G TRC CSTK-P,6S32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,TESTED
APL IP6S RGLD 64G A1633 AST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1633 B2STK,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1633 BST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1633 BSTKRC,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 64G A1633 CST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1633 CSTKRC,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 64G A1633 DST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1633 EST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 AST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 ASTKRC,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 64G A1688 B2STK,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 BST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 BSTKRC,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 64G A1688 CST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 CSTKRC,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,REVIEW
APL IP6S RGLD 64G A1688 DST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RGLD 64G A1688 EST,6S64GB,ROSGLD,64GB      ,ROSGLD,64GB,APPLE,APPLE BBTI,UNTESTED
APL IP6S RSGLD 128G UNLK ASIS,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,ASIS,TESTED
APL IP6S RSGLD 128G UNLK BST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,ASIS,UNTESTED
APL IP6S RSGLD 128G UNLK CST,6S128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,ASIS,UNTESTED
APL IP6S RSGLD 16 BLM BBTI B2S,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 BLM BBTI BST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 BLM BBTI CST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 BLM BBTI DST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 BLM BBTI EST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 BLM BBTI LCK,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,REVIEW
APL IP6S RSGLD 16 OTH BBTI B2S,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 OTH BBTI BST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 OTH BBTI CST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 OTH BBTI DST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 OTH BBTI EST,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
APL IP6S RSGLD 16 OTH BBTI LCK,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,REVIEW
APL IP6S RSGLD 16 RGW BBTI B2S,6S16GB,ROSGLD,16GB      ,ROSGLD,16GB,APPLE,BBTI,UNTESTED
